ids,labels,parents
American Black Ale - Odell Brewing Company - Fort Collins - CO - mountain,American Black Ale,Odell Brewing Company - Fort Collins - CO - mountain
American Imperial IPA - Odell Brewing Company - Fort Collins - CO - mountain,American Imperial IPA,Odell Brewing Company - Fort Collins - CO - mountain
New England IPA - Old Nation Brewing Co. - Williamston - MI - great-lakes,New England IPA,Old Nation Brewing Co. - Williamston - MI - great-lakes
American Imperial Stout - Olde Hickory Brewery - Hickory - NC - south-atlantic,American Imperial Stout,Olde Hickory Brewery - Hickory - NC - south-atlantic
British Barleywine - Olde Hickory Brewery - Hickory - NC - south-atlantic,British Barleywine,Olde Hickory Brewery - Hickory - NC - south-atlantic
American Imperial Stout - Oskar Blues Grill & Brew - Denver - CO - mountain,American Imperial Stout,Oskar Blues Grill & Brew - Denver - CO - mountain
Russian Imperial Stout - Oskar Blues Grill & Brew - Denver - CO - mountain,Russian Imperial Stout,Oskar Blues Grill & Brew - Denver - CO - mountain
New England IPA - Other Half Brewing Co. - New York City - NY - mid-atlantic,New England IPA,Other Half Brewing Co. - New York City - NY - mid-atlantic
American Imperial Stout - Other Half Brewing Co. - New York City - NY - mid-atlantic,American Imperial Stout,Other Half Brewing Co. - New York City - NY - mid-atlantic
American Imperial IPA - Other Half Brewing Co. - New York City - NY - mid-atlantic,American Imperial IPA,Other Half Brewing Co. - New York City - NY - mid-atlantic
New England IPA - Outer Range Brewing Co - Frisco - CO - mountain,New England IPA,Outer Range Brewing Co - Frisco - CO - mountain
American Imperial IPA - Ozark Beer Co. - Rogers - AR - south,American Imperial IPA,Ozark Beer Co. - Rogers - AR - south
American Stout - Ozark Beer Co. - Rogers - AR - south,American Stout,Ozark Beer Co. - Rogers - AR - south
American Imperial Stout - Ozark Beer Co. - Rogers - AR - south,American Imperial Stout,Ozark Beer Co. - Rogers - AR - south
American Imperial IPA - Parish Brewing Company - Broussard - LA - south,American Imperial IPA,Parish Brewing Company - Broussard - LA - south
New England IPA - Parish Brewing Company - Broussard - LA - south,New England IPA,Parish Brewing Company - Broussard - LA - south
American Barleywine - Parish Brewing Company - Broussard - LA - south,American Barleywine,Parish Brewing Company - Broussard - LA - south
American Stout - Parish Brewing Company - Broussard - LA - south,American Stout,Parish Brewing Company - Broussard - LA - south
American Pale Ale (APA) - Parish Brewing Company - Broussard - LA - south,American Pale Ale (APA),Parish Brewing Company - Broussard - LA - south
American Imperial Stout - Parish Brewing Company - Broussard - LA - south,American Imperial Stout,Parish Brewing Company - Broussard - LA - south
American IPA - Parish Brewing Company - Broussard - LA - south,American IPA,Parish Brewing Company - Broussard - LA - south
British Barleywine - Pelican Pub & Brewery - Pacific City - OR - northwest,British Barleywine,Pelican Pub & Brewery - Pacific City - OR - northwest
American Imperial Stout - Perennial Artisan Ales - St. Louis - MO - midwest,American Imperial Stout,Perennial Artisan Ales - St. Louis - MO - midwest
Belgian Witbier - Perennial Artisan Ales - St. Louis - MO - midwest,Belgian Witbier,Perennial Artisan Ales - St. Louis - MO - midwest
British Barleywine - Perennial Artisan Ales - St. Louis - MO - midwest,British Barleywine,Perennial Artisan Ales - St. Louis - MO - midwest
American Imperial Porter - Perrin Brewing Co. - Alpine - MI - great-lakes,American Imperial Porter,Perrin Brewing Co. - Alpine - MI - great-lakes
New England IPA - Pinthouse Pizza - South Austin - Austin - TX - southwest,New England IPA,Pinthouse Pizza - South Austin - Austin - TX - southwest
American Imperial IPA - Pinthouse Pizza Craft Brewpub - Austin - TX - southwest,American Imperial IPA,Pinthouse Pizza Craft Brewpub - Austin - TX - southwest
American Imperial Stout - Pipeworks Brewing Company - Chicago - IL - great-lakes,American Imperial Stout,Pipeworks Brewing Company - Chicago - IL - great-lakes
American Imperial IPA - Pipeworks Brewing Company - Chicago - IL - great-lakes,American Imperial IPA,Pipeworks Brewing Company - Chicago - IL - great-lakes
American Imperial Porter - Pipeworks Brewing Company - Chicago - IL - great-lakes,American Imperial Porter,Pipeworks Brewing Company - Chicago - IL - great-lakes
American Imperial Stout - Prairie Artisan Ales - Oklahoma City - OK - southwest,American Imperial Stout,Prairie Artisan Ales - Oklahoma City - OK - southwest
American Wild Ale - Prairie Artisan Ales - Oklahoma City - OK - southwest,American Wild Ale,Prairie Artisan Ales - Oklahoma City - OK - southwest
Belgian Saison - Prairie Artisan Ales - Oklahoma City - OK - southwest,Belgian Saison,Prairie Artisan Ales - Oklahoma City - OK - southwest
American Brown Ale - Prairie Artisan Ales - Oklahoma City - OK - southwest,American Brown Ale,Prairie Artisan Ales - Oklahoma City - OK - southwest
American Strong Ale - Prairie Artisan Ales - Oklahoma City - OK - southwest,American Strong Ale,Prairie Artisan Ales - Oklahoma City - OK - southwest
New England IPA - Prison City Pub & Brewery - Auburn - NY - mid-atlantic,New England IPA,Prison City Pub & Brewery - Auburn - NY - mid-atlantic
American Wild Ale - Real Ale Brewing Company - Blanco - TX - southwest,American Wild Ale,Real Ale Brewing Company - Blanco - TX - southwest
American Imperial IPA - Reuben's Brews - Seattle - WA - northwest,American Imperial IPA,Reuben's Brews - Seattle - WA - northwest
Russian Imperial Stout - Revolution Brewing - Chicago - IL - great-lakes,Russian Imperial Stout,Revolution Brewing - Chicago - IL - great-lakes
American Imperial IPA - Revolution Brewing - Chicago - IL - great-lakes,American Imperial IPA,Revolution Brewing - Chicago - IL - great-lakes
British Barleywine - Revolution Brewing - Chicago - IL - great-lakes,British Barleywine,Revolution Brewing - Chicago - IL - great-lakes
Fruit and Field Beer - Rocky Mountain Brewing - Elsmere - CO - mountain,Fruit and Field Beer,Rocky Mountain Brewing - Elsmere - CO - mountain
American Wild Ale - Russian River Brewing Company - Santa Rosa - CA - pacific,American Wild Ale,Russian River Brewing Company - Santa Rosa - CA - pacific
American IPA - Russian River Brewing Company - Santa Rosa - CA - pacific,American IPA,Russian River Brewing Company - Santa Rosa - CA - pacific
American Imperial IPA - Russian River Brewing Company - Santa Rosa - CA - pacific,American Imperial IPA,Russian River Brewing Company - Santa Rosa - CA - pacific
Pumpkin Beer - Saint Arnold Brewing Company - Houston - TX - southwest,Pumpkin Beer,Saint Arnold Brewing Company - Houston - TX - southwest
New England IPA - Sand City Brewing Co. - Northport - NY - mid-atlantic,New England IPA,Sand City Brewing Co. - Northport - NY - mid-atlantic
American Imperial IPA - Sand City Brewing Co. - Northport - NY - mid-atlantic,American Imperial IPA,Sand City Brewing Co. - Northport - NY - mid-atlantic
Belgian Saison - Sante Adairius Rustic Ales - Capitola - CA - pacific,Belgian Saison,Sante Adairius Rustic Ales - Capitola - CA - pacific
American Wild Ale - Sante Adairius Rustic Ales - Capitola - CA - pacific,American Wild Ale,Sante Adairius Rustic Ales - Capitola - CA - pacific
Russian Imperial Stout - Shared Brewing - St. Louis - MO - midwest,Russian Imperial Stout,Shared Brewing - St. Louis - MO - midwest
American Imperial Stout - Shared Brewing - St. Louis - MO - midwest,American Imperial Stout,Shared Brewing - St. Louis - MO - midwest
Belgian Saison - Side Project Brewing - Brentwood - MO - midwest,Belgian Saison,Side Project Brewing - Brentwood - MO - midwest
Bière de Champagne / Bière Brut - Side Project Brewing - Brentwood - MO - midwest,Bière de Champagne / Bière Brut,Side Project Brewing - Brentwood - MO - midwest
German Altbier - Side Project Brewing - Brentwood - MO - midwest,German Altbier,Side Project Brewing - Brentwood - MO - midwest
American Wild Ale - Side Project Brewing - Brentwood - MO - midwest,American Wild Ale,Side Project Brewing - Brentwood - MO - midwest
American Imperial Stout - Side Project Brewing - Brentwood - MO - midwest,American Imperial Stout,Side Project Brewing - Brentwood - MO - midwest
Flanders Red Ale - Side Project Brewing - Brentwood - MO - midwest,Flanders Red Ale,Side Project Brewing - Brentwood - MO - midwest
American Barleywine - Side Project Brewing - Brentwood - MO - midwest,American Barleywine,Side Project Brewing - Brentwood - MO - midwest
New England IPA - SingleCut Beersmiths - New York City - NY - mid-atlantic,New England IPA,SingleCut Beersmiths - New York City - NY - mid-atlantic
Herb and Spice Beer - Small Town Brewery - Wauconda - IL - great-lakes,Herb and Spice Beer,Small Town Brewery - Wauconda - IL - great-lakes
American Imperial Stout - Smog City Brewing - Torrance - CA - pacific,American Imperial Stout,Smog City Brewing - Torrance - CA - pacific
Flanders Oud Bruin - Snake River Brewing Company & Brewpub - Jackson - WY - mountain,Flanders Oud Bruin,Snake River Brewing Company & Brewpub - Jackson - WY - mountain
American IPA - Societe Brewing Co. - San Diego - CA - pacific,American IPA,Societe Brewing Co. - San Diego - CA - pacific
American Imperial IPA - Southern Grist Brewing Co. - Nashville-Davidson - TN - south,American Imperial IPA,Southern Grist Brewing Co. - Nashville-Davidson - TN - south
American IPA - Southern Grist Brewing Co. - Nashville-Davidson - TN - south,American IPA,Southern Grist Brewing Co. - Nashville-Davidson - TN - south
Fruit and Field Beer - Southern Grist Brewing Co. - Nashville-Davidson - TN - south,Fruit and Field Beer,Southern Grist Brewing Co. - Nashville-Davidson - TN - south
New England IPA - Southern Grist Brewing Co. - Nashville-Davidson - TN - south,New England IPA,Southern Grist Brewing Co. - Nashville-Davidson - TN - south
American Wild Ale - Southern Grist Brewing Co. - Nashville-Davidson - TN - south,American Wild Ale,Southern Grist Brewing Co. - Nashville-Davidson - TN - south
American Imperial IPA - Southern Prohibition Brewing - Hattiesburg - MS - south,American Imperial IPA,Southern Prohibition Brewing - Hattiesburg - MS - south
American IPA - Southern Prohibition Brewing - Hattiesburg - MS - south,American IPA,Southern Prohibition Brewing - Hattiesburg - MS - south
New England IPA - Southern Prohibition Brewing - Hattiesburg - MS - south,New England IPA,Southern Prohibition Brewing - Hattiesburg - MS - south
Baltic Porter - Southern Prohibition Brewing - Hattiesburg - MS - south,Baltic Porter,Southern Prohibition Brewing - Hattiesburg - MS - south
New England IPA - Spindletap Brewery - Houston - TX - southwest,New England IPA,Spindletap Brewery - Houston - TX - southwest
American Imperial Stout - Spiteful Brewing - Chicago - IL - great-lakes,American Imperial Stout,Spiteful Brewing - Chicago - IL - great-lakes
American Barleywine - Steel Toe Brewing - St. Louis Park - MN - midwest,American Barleywine,Steel Toe Brewing - St. Louis Park - MN - midwest
American Imperial IPA - Steel Toe Brewing - St. Louis Park - MN - midwest,American Imperial IPA,Steel Toe Brewing - St. Louis Park - MN - midwest
Leipzig Gose - Stillwater Artisanal Ales - Baltimore - MD - mid-atlantic,Leipzig Gose,Stillwater Artisanal Ales - Baltimore - MD - mid-atlantic
Russian Imperial Stout - Stone Brewing - Escondido - CA - pacific,Russian Imperial Stout,Stone Brewing - Escondido - CA - pacific
American Imperial IPA - Stone Brewing - Escondido - CA - pacific,American Imperial IPA,Stone Brewing - Escondido - CA - pacific
American Imperial Stout - Stone Brewing - Escondido - CA - pacific,American Imperial Stout,Stone Brewing - Escondido - CA - pacific
Russian Imperial Stout - Straight To Ale - Huntsville - AL - south,Russian Imperial Stout,Straight To Ale - Huntsville - AL - south
English Old Ale - Straight To Ale - Huntsville - AL - south,English Old Ale,Straight To Ale - Huntsville - AL - south
American Imperial Stout - Sun Up Brewing Co. - Phoenix - AZ - southwest,American Imperial Stout,Sun Up Brewing Co. - Phoenix - AZ - southwest
American Imperial IPA - Surly Brewing Company - Minneapolis - MN - midwest,American Imperial IPA,Surly Brewing Company - Minneapolis - MN - midwest
Russian Imperial Stout - Surly Brewing Company - Minneapolis - MN - midwest,Russian Imperial Stout,Surly Brewing Company - Minneapolis - MN - midwest
American IPA - Surly Brewing Company - Minneapolis - MN - midwest,American IPA,Surly Brewing Company - Minneapolis - MN - midwest
Belgian Quadrupel (Quad) - Tennessee Brew Works - Nashville-Davidson - TN - south,Belgian Quadrupel (Quad),Tennessee Brew Works - Nashville-Davidson - TN - south
New England IPA - The Alchemist - Stowe - VT - new-england,New England IPA,The Alchemist - Stowe - VT - new-england
Finnish Sahti - The Ale Apothecary - Bend - OR - northwest,Finnish Sahti,The Ale Apothecary - Bend - OR - northwest
American Wild Ale - The Ale Apothecary - Bend - OR - northwest,American Wild Ale,The Ale Apothecary - Bend - OR - northwest
Berliner Weisse - The Answer Brewpub - Westhampton - VA - south-atlantic,Berliner Weisse,The Answer Brewpub - Westhampton - VA - south-atlantic
American Imperial Stout - The Bruery - Placentia - CA - pacific,American Imperial Stout,The Bruery - Placentia - CA - pacific
American Imperial Porter - The Bruery - Placentia - CA - pacific,American Imperial Porter,The Bruery - Placentia - CA - pacific
American Strong Ale - The Bruery - Placentia - CA - pacific,American Strong Ale,The Bruery - Placentia - CA - pacific
American Wild Ale - The Collective Brewing Project - Fort Worth - TX - southwest,American Wild Ale,The Collective Brewing Project - Fort Worth - TX - southwest
American IPA - The Lone Pint Brewery - Magnolia - TX - southwest,American IPA,The Lone Pint Brewery - Magnolia - TX - southwest
American Imperial Stout - The Lost Abbey - San Marcos - CA - pacific,American Imperial Stout,The Lost Abbey - San Marcos - CA - pacific
American Wild Ale - The Lost Abbey - San Marcos - CA - pacific,American Wild Ale,The Lost Abbey - San Marcos - CA - pacific
Belgian Gueuze - The Lost Abbey - San Marcos - CA - pacific,Belgian Gueuze,The Lost Abbey - San Marcos - CA - pacific
American Wild Ale - The Rare Barrel - Berkeley - CA - pacific,American Wild Ale,The Rare Barrel - Berkeley - CA - pacific
